date,state,district,market,crop_type,arrivals_quintals,min_price_rs_quintal,max_price_rs_quintal,modal_price_rs_quintal
2023-09-11,Haryana,Hisar,Hisar,MUSTARD,,4400,5203,4850
2023-09-09,Haryana,Hisar,Hisar,MUSTARD,,4400,5061,5022
2023-09-08,Haryana,Hisar,Hisar,MUSTARD,,4421,5232,5107
2023-09-07,Haryana,Hisar,Hisar,MUSTARD,,4416,5211,5110
2023-09-05,Haryana,Hisar,Hisar,MUSTARD,,4459,5200,5002
2023-09-02,Haryana,Hisar,Hisar,MUSTARD,,4563,5182,4900
2023-09-01,Haryana,Hisar,Hisar,MUSTARD,,4481,5339,4950
2023-08-31,Haryana,Hisar,Hisar,MUSTARD,,4471,5250,4900
2023-08-28,Haryana,Hisar,Hisar,MUSTARD,,4663,5150.5,5000
2023-08-26,Haryana,Hisar,Hisar,MUSTARD,,4640,5220.5,5000
2023-08-25,Haryana,Hisar,Hisar,MUSTARD,,4650,5200,4800
2023-08-24,Haryana,Hisar,Hisar,MUSTARD,,4600,5100,4800
2023-08-23,Haryana,Hisar,Hisar,MUSTARD,,4541,4966,4775
2023-08-22,Haryana,Hisar,Hisar,MUSTARD,,4530,5235,4800
2023-08-21,Haryana,Hisar,Hisar,MUSTARD,,4493,5300,4900
2023-08-19,Haryana,Hisar,Hisar,MUSTARD,,4600,5100,4800
2023-08-18,Haryana,Hisar,Hisar,MUSTARD,,4650,5200,4800
2023-08-17,Haryana,Hisar,Hisar,MUSTARD,,4564,5351,5000
2023-08-16,Haryana,Hisar,Hisar,MUSTARD,,4501,5371,5000
2023-08-15,Haryana,Hisar,Hisar,MUSTARD,,4600,5200,5000
2023-08-14,Haryana,Hisar,Hisar,MUSTARD,,4479,5250,4950
2023-08-12,Haryana,Hisar,Hisar,MUSTARD,,4450,5200,4600
2023-08-11,Haryana,Hisar,Hisar,MUSTARD,,4685,5025.5,4850
2023-08-10,Haryana,Hisar,Hisar,MUSTARD,,4542.5,5180,4950
2023-08-09,Haryana,Hisar,Hisar,MUSTARD,,4637.5,4940.5,4700
2023-08-08,Haryana,Hisar,Hisar,MUSTARD,,4690,5035,4850
2023-08-07,Haryana,Hisar,Hisar,MUSTARD,,4950,5154,5000
2023-08-05,Haryana,Hisar,Hisar,MUSTARD,,4850,4900,4850
2023-08-04,Haryana,Hisar,Hisar,MUSTARD,,5057.5,5210.5,5075
2023-08-03,Haryana,Hisar,Hisar,MUSTARD,,4526.5,5232.5,4927.5
2023-08-02,Haryana,Hisar,Hisar,MUSTARD,,4553.5,5231.5,5000
2023-08-01,Haryana,Hisar,Hisar,MUSTARD,,4785.5,5150,5000
2023-07-31,Haryana,Hisar,Hisar,MUSTARD,,4635.5,5142,4900
2023-07-29,Haryana,Hisar,Hisar,MUSTARD,,4605,5080.5,4850
2023-07-28,Haryana,Hisar,Hisar,MUSTARD,,4400,4400,4400
2023-07-27,Haryana,Hisar,Hisar,MUSTARD,,4797,5059.5,4954
2023-07-26,Haryana,Hisar,Hisar,MUSTARD,,4653,5036,4750
2023-07-25,Haryana,Hisar,Hisar,MUSTARD,,4734.5,5261,4850
2023-07-24,Haryana,Hisar,Hisar,MUSTARD,,4600,5028.5,4850
2023-07-22,Haryana,Hisar,Hisar,MUSTARD,,4730,5128.5,4950
2023-07-21,Haryana,Hisar,Hisar,MUSTARD,,4603.5,5098,4900
2023-07-20,Haryana,Hisar,Hisar,MUSTARD,,4550,4550,4550
2023-07-19,Haryana,Hisar,Hisar,MUSTARD,,4710,5075,4875
2023-07-18,Haryana,Hisar,Hisar,MUSTARD,,4544,5168,4700
2023-07-17,Haryana,Hisar,Hisar,MUSTARD,,4855,5266,5000
2023-07-15,Haryana,Hisar,Hisar,MUSTARD,,4421,5031,4700
2023-07-14,Haryana,Hisar,Hisar,MUSTARD,,4485,5000,4750
2023-07-13,Haryana,Hisar,Hisar,MUSTARD,,4500,5180,4790
2023-07-12,Haryana,Hisar,Hisar,MUSTARD,,4700,4700,4700
2023-07-11,Haryana,Hisar,Hisar,MUSTARD,,4507,4925,4725
2023-07-10,Haryana,Hisar,Hisar,MUSTARD,,4592,4642,4592
2023-07-08,Haryana,Hisar,Hisar,MUSTARD,,4578.5,4801.5,4725
2023-07-07,Haryana,Hisar,Hisar,MUSTARD,,4459.5,5234,4850
2023-07-06,Haryana,Hisar,Hisar,MUSTARD,,4300,4300,4300
2023-07-05,Haryana,Hisar,Hisar,MUSTARD,,4500,4675.5,4600
2023-07-04,Haryana,Hisar,Hisar,MUSTARD,,4376.5,4732.5,4540
2023-07-03,Haryana,Hisar,Hisar,MUSTARD,,4402.5,4812.5,4540
2023-06-30,Haryana,Hisar,Hisar,MUSTARD,,4300,4940,4655
2023-06-29,Haryana,Hisar,Hisar,MUSTARD,,4375,5376,4800
2023-06-28,Haryana,Hisar,Hisar,MUSTARD,,4271,4999,4600
2023-06-27,Haryana,Hisar,Hisar,MUSTARD,,4315,4852,4600
2023-06-26,Haryana,Hisar,Hisar,MUSTARD,,4259,4676,4400
2023-06-24,Haryana,Hisar,Hisar,MUSTARD,,4232,4837,4555
2023-06-23,Haryana,Hisar,Hisar,MUSTARD,,4215,4954,4550
2023-06-21,Haryana,Hisar,Hisar,MUSTARD,,4200,5103,4600
2023-06-20,Haryana,Hisar,Hisar,MUSTARD,,4200,5103,4800
2023-06-19,Haryana,Hisar,Hisar,MUSTARD,,4200,5110,4600
2023-06-15,Haryana,Hisar,Hisar,MUSTARD,,4300,4611,4500
2023-06-14,Haryana,Hisar,Hisar,MUSTARD,,4305,4693,4455
2023-06-13,Haryana,Hisar,Hisar,MUSTARD,,4165.5,4609.5,4450
2023-06-12,Haryana,Hisar,Hisar,MUSTARD,,4270.5,4595,4375
2023-06-10,Haryana,Hisar,Hisar,MUSTARD,,4300.5,4618.5,4425
2023-06-09,Haryana,Hisar,Hisar,MUSTARD,,3917,4700,4600
2023-06-08,Haryana,Hisar,Hisar,MUSTARD,,4089,4500,4300
2023-06-07,Haryana,Hisar,Hisar,MUSTARD,,4150,4570,4350
2023-06-06,Haryana,Hisar,Hisar,MUSTARD,,4060,4564,4300
2023-06-05,Haryana,Hisar,Hisar,MUSTARD,,4186,4695,4400
2023-06-03,Haryana,Hisar,Hisar,MUSTARD,,4168.5,4690,4657.5
2023-06-02,Haryana,Hisar,Hisar,MUSTARD,,4335,4435.5,4350
2023-06-01,Haryana,Hisar,Hisar,MUSTARD,,4074,4632,4300
2023-05-31,Haryana,Hisar,Hisar,MUSTARD,,4137,4580,4300
2023-05-30,Haryana,Hisar,Hisar,MUSTARD,,4061,4625,4387.5
2023-05-29,Haryana,Hisar,Hisar,MUSTARD,,4005,4715,4545
2023-05-27,Haryana,Hisar,Hisar,MUSTARD,,4250,5455,5455
2023-05-26,Haryana,Hisar,Hisar,MUSTARD,,4400,5455,5400
2023-05-25,Haryana,Hisar,Hisar,MUSTARD,,4303.5,4630,4500
2023-05-24,Haryana,Hisar,Hisar,MUSTARD,,4413,4554,4499.5
2023-05-23,Haryana,Hisar,Hisar,MUSTARD,,4415.5,4634.5,4550
2023-05-22,Haryana,Hisar,Hisar,MUSTARD,,4422,4763,4550
2023-05-20,Haryana,Hisar,Hisar,MUSTARD,,4700,4971,4800
2023-05-19,Haryana,Hisar,Hisar,MUSTARD,,4463,4932.5,4700
2023-05-18,Haryana,Hisar,Hisar,MUSTARD,,4232.5,4685.5,4400
2023-05-17,Haryana,Hisar,Hisar,MUSTARD,,4200,4921,4800
2023-05-16,Haryana,Hisar,Hisar,MUSTARD,,4700,4925,4800
2023-05-15,Haryana,Hisar,Hisar,MUSTARD,,4300,4850,4650
2023-05-13,Haryana,Hisar,Hisar,MUSTARD,,4500,4800,4600
2023-05-12,Haryana,Hisar,Hisar,MUSTARD,,4750,4971,4820
2023-05-11,Haryana,Hisar,Hisar,MUSTARD,,4600,4611,4600
2023-05-10,Haryana,Hisar,Hisar,MUSTARD,,4402.5,4735,4510
2023-05-09,Haryana,Hisar,Hisar,MUSTARD,,4500,4760,4680
2023-05-08,Haryana,Hisar,Hisar,MUSTARD,,4500,5000,4800
2023-05-07,Haryana,Hisar,Hisar,MUSTARD,,4525,4790,4600
2023-05-06,Haryana,Hisar,Hisar,MUSTARD,,4461,4850,4700
2023-05-05,Haryana,Hisar,Hisar,MUSTARD,,4480,4762,4600
2023-05-04,Haryana,Hisar,Hisar,MUSTARD,,4200,4650,4400
2023-05-03,Haryana,Hisar,Hisar,MUSTARD,,4500,4700,4600
2023-05-02,Haryana,Hisar,Hisar,MUSTARD,,4350.5,4799.5,4550
2023-05-01,Haryana,Hisar,Hisar,MUSTARD,,4500,4700,4650
2023-04-30,Haryana,Hisar,Hisar,MUSTARD,,5133.333333333333,5216.666666666667,5166.666666666667
2023-04-29,Haryana,Hisar,Hisar,MUSTARD,,4894.5,5300,5032.5
2023-04-28,Haryana,Hisar,Hisar,MUSTARD,,4687,5063.333333333333,4964.666666666667
2023-04-27,Haryana,Hisar,Hisar,MUSTARD,,4925,5237.5,5037.25
2023-04-26,Haryana,Hisar,Hisar,MUSTARD,,4860.333333333333,5246.666666666667,4980
2023-04-25,Haryana,Hisar,Hisar,MUSTARD,,4912.5,5300,5087.5
2023-04-24,Haryana,Hisar,Hisar,MUSTARD,,5183.333333333333,5216.666666666667,5200
2023-04-23,Haryana,Hisar,Hisar,MUSTARD,,4680,4711,4710
2023-04-22,Haryana,Hisar,Hisar,MUSTARD,,5450,5450,5450
2023-04-21,Haryana,Hisar,Hisar,MUSTARD,,4580,4900,4700
2023-04-20,Haryana,Hisar,Hisar,MUSTARD,,5450,5450,5450
2023-04-19,Haryana,Hisar,Hisar,MUSTARD,,5050,5175,5125
2023-04-18,Haryana,Hisar,Hisar,MUSTARD,,4011,4950,4820
2023-04-17,Haryana,Hisar,Hisar,MUSTARD,,4680,4850,4700
2023-01-19,Haryana,Hisar,Hisar,MUSTARD,,5280,5600,5450
2022-08-03,Haryana,Hisar,Hisar,MUSTARD,,6000,6600,6350
2022-08-02,Haryana,Hisar,Hisar,MUSTARD,,6500,6600,6530
2022-08-01,Haryana,Hisar,Hisar,MUSTARD,,6000,6600,6300
2022-07-26,Haryana,Hisar,Hisar,MUSTARD,,5800,6500,6200
2022-07-25,Haryana,Hisar,Hisar,MUSTARD,,5950,6570,6380
2022-07-16,Haryana,Hisar,Hisar,MUSTARD,,5545,6500,6030
2022-07-15,Haryana,Hisar,Hisar,MUSTARD,,5600,6500,5950
2022-07-13,Haryana,Hisar,Hisar,MUSTARD,,5959,6400,6250
2022-07-12,Haryana,Hisar,Hisar,MUSTARD,,5600,6500,6280
2022-07-08,Haryana,Hisar,Hisar,MUSTARD,,6100,6500,6350
2022-07-07,Haryana,Hisar,Hisar,MUSTARD,,6300,6400,6350
2022-07-06,Haryana,Hisar,Hisar,MUSTARD,,5880,6300,6150
2022-07-05,Haryana,Hisar,Hisar,MUSTARD,,5950,6600,6400
2022-07-04,Haryana,Hisar,Hisar,MUSTARD,,6047.5,6500.5,6442.5
2022-07-02,Haryana,Hisar,Hisar,MUSTARD,,6200,6450,6300
2022-07-01,Haryana,Hisar,Hisar,MUSTARD,,5941,6450,6380
2022-06-30,Haryana,Hisar,Hisar,MUSTARD,,6100,6350,6184
2022-06-29,Haryana,Hisar,Hisar,MUSTARD,,5700,6800,6680
2022-06-28,Haryana,Hisar,Hisar,MUSTARD,,5700,6450,5935
2022-06-27,Haryana,Hisar,Hisar,MUSTARD,,5700,6380,6100
2022-06-25,Haryana,Hisar,Hisar,MUSTARD,,5850,6467.5,6232
2022-06-24,Haryana,Hisar,Hisar,MUSTARD,,5867.5,6575,6485
2022-06-23,Haryana,Hisar,Hisar,MUSTARD,,6000,6300,6200
2022-06-22,Haryana,Hisar,Hisar,MUSTARD,,6100,6400,6300
2022-06-21,Haryana,Hisar,Hisar,MUSTARD,,6100,6700,6550
2022-06-20,Haryana,Hisar,Hisar,MUSTARD,,5925,6700,6500
2022-06-18,Haryana,Hisar,Hisar,MUSTARD,,6152,6500,6400
2022-06-16,Haryana,Hisar,Hisar,MUSTARD,,6400,6700,6600
2022-06-15,Haryana,Hisar,Hisar,MUSTARD,,6150,6703,6600
2022-06-14,Haryana,Hisar,Hisar,MUSTARD,,6100,6540,6300
2022-06-13,Haryana,Hisar,Hisar,MUSTARD,,5985,6590.5,6392.5
2022-06-11,Haryana,Hisar,Hisar,MUSTARD,,6050,6500,6300
2022-06-10,Haryana,Hisar,Hisar,MUSTARD,,6100,6500,6300
2022-06-09,Haryana,Hisar,Hisar,MUSTARD,,6071,6605,6560
2022-06-06,Haryana,Hisar,Hisar,MUSTARD,,5862,6600,6500
2022-06-05,Haryana,Hisar,Hisar,MUSTARD,,6000,6220,6100
2022-06-04,Haryana,Hisar,Hisar,MUSTARD,,4500,6400,5900
2022-06-03,Haryana,Hisar,Hisar,MUSTARD,,6109,6400,6200
2022-06-02,Haryana,Hisar,Hisar,MUSTARD,,5870,6451,6372
2022-06-01,Haryana,Hisar,Hisar,MUSTARD,,5821,6500,6172
2022-05-31,Haryana,Hisar,Hisar,MUSTARD,,5900,6610,6500
2022-05-30,Haryana,Hisar,Hisar,MUSTARD,,5640,6620,6400
2022-05-29,Haryana,Hisar,Hisar,MUSTARD,,6200,6500,6400
2022-05-26,Haryana,Hisar,Hisar,MUSTARD,,6150,7300,6700
2022-05-25,Haryana,Hisar,Hisar,MUSTARD,,6135,6840,6540
2022-05-24,Haryana,Hisar,Hisar,MUSTARD,,6200.5,6750.5,6525
2022-05-23,Haryana,Hisar,Hisar,MUSTARD,,6200,6735,6500
2022-05-21,Haryana,Hisar,Hisar,MUSTARD,,6075,6750,6500
2022-05-20,Haryana,Hisar,Hisar,MUSTARD,,6265,6780.5,6572.5
2022-05-19,Haryana,Hisar,Hisar,MUSTARD,,6200,6752.5,6525
2022-05-18,Haryana,Hisar,Hisar,MUSTARD,,6325.5,7110,6725
2022-05-17,Haryana,Hisar,Hisar,MUSTARD,,6350,7070,6600
2022-05-16,Haryana,Hisar,Hisar,MUSTARD,,6359.5,6955,6775
2022-05-15,Haryana,Hisar,Hisar,MUSTARD,,6380,6600,6440
2022-05-14,Haryana,Hisar,Hisar,MUSTARD,,6380,6600,6400
2022-05-13,Haryana,Hisar,Hisar,MUSTARD,,6474,7000,6600
2022-05-12,Haryana,Hisar,Hisar,MUSTARD,,6531,7050,6600
2022-05-11,Haryana,Hisar,Hisar,MUSTARD,,6489,7050,6600
2022-05-10,Haryana,Hisar,Hisar,MUSTARD,,6500,7050,7000
2022-05-09,Haryana,Hisar,Hisar,MUSTARD,,6400,7060,7000
2022-05-08,Haryana,Hisar,Hisar,MUSTARD,,7000,7050,7010
2022-05-07,Haryana,Hisar,Hisar,MUSTARD,,6345,7050,6500
2022-05-06,Haryana,Hisar,Hisar,MUSTARD,,6370,7050,6700
2022-05-05,Haryana,Hisar,Hisar,MUSTARD,,6467.5,7128,6675
2022-05-04,Haryana,Hisar,Hisar,MUSTARD,,6470,7050,6600
2022-05-03,Haryana,Hisar,Hisar,MUSTARD,,6231,6946,6800
2022-05-02,Haryana,Hisar,Hisar,MUSTARD,,5976,7050,6000
2022-05-01,Haryana,Hisar,Hisar,MUSTARD,,6575,6850,6600
2022-04-30,Haryana,Hisar,Hisar,MUSTARD,,6455,7060,7000
2022-04-29,Haryana,Hisar,Hisar,MUSTARD,,6337.333333333333,7007.333333333333,6536.666666666667
2022-04-28,Haryana,Hisar,Hisar,MUSTARD,,6100,7000,6500
2022-04-27,Haryana,Hisar,Hisar,MUSTARD,,6572,6900,6600
2022-04-26,Haryana,Hisar,Hisar,MUSTARD,,6371,7010,6400
2022-04-25,Haryana,Hisar,Hisar,MUSTARD,,6180,7945,6385
2022-04-21,Haryana,Hisar,Hisar,MUSTARD,,6170,6761,6350
2022-04-17,Haryana,Hisar,Hisar,MUSTARD,,6500,6550,6500
2022-04-16,Haryana,Hisar,Hisar,MUSTARD,,6171,6712,6450
2022-04-15,Haryana,Hisar,Hisar,MUSTARD,,6310,6335,6330
2022-04-13,Haryana,Hisar,Hisar,MUSTARD,,5917.5,6370.5,6265
2022-04-12,Haryana,Hisar,Hisar,MUSTARD,,5890,6426,6360
2022-04-11,Haryana,Hisar,Hisar,MUSTARD,,5825,6400,6240
2022-04-09,Haryana,Hisar,Hisar,MUSTARD,,5787.5,6380,6195
2022-04-08,Haryana,Hisar,Hisar,MUSTARD,,5805,6725,6590
2022-04-07,Haryana,Hisar,Hisar,MUSTARD,,6092.5,6436,6375
2022-04-06,Haryana,Hisar,Hisar,MUSTARD,,5925,6352,6250
2022-04-05,Haryana,Hisar,Hisar,MUSTARD,,5895,6415,6320.5
2022-04-04,Haryana,Hisar,Hisar,MUSTARD,,6050,6410,6325
2022-04-03,Haryana,Hisar,Hisar,MUSTARD,,6130,6330,6320
2022-04-02,Haryana,Hisar,Hisar,MUSTARD,,6180,6500,6350
2022-04-01,Haryana,Hisar,Hisar,MUSTARD,,6092.5,6542.5,6405
2022-03-31,Haryana,Hisar,Hisar,MUSTARD,,6095,6565,6360
2022-03-30,Haryana,Hisar,Hisar,MUSTARD,,6175,6530.5,6370
2022-03-29,Haryana,Hisar,Hisar,MUSTARD,,6295,6513.333333333333,6430
2022-03-28,Haryana,Hisar,Hisar,MUSTARD,,6238.333333333333,6523.333333333333,6426.666666666667
2022-03-27,Haryana,Hisar,Hisar,MUSTARD,,6485,6650,6500
2022-03-26,Haryana,Hisar,Hisar,MUSTARD,,6125.5,6648,6415
2022-03-25,Haryana,Hisar,Hisar,MUSTARD,,6143.333333333333,6546.666666666667,6437
2022-03-24,Haryana,Hisar,Hisar,MUSTARD,,5655,6597.5,6473
2022-03-23,Haryana,Hisar,Hisar,MUSTARD,,5900,6800,6450
2022-03-22,Haryana,Hisar,Hisar,MUSTARD,,5830,6493,6310
2022-03-21,Haryana,Hisar,Hisar,MUSTARD,,5505,6335.5,6180.5
2022-03-20,Haryana,Hisar,Hisar,MUSTARD,,6100,6420,6200
2022-03-19,Haryana,Hisar,Hisar,MUSTARD,,5900,6470,6380
2022-03-16,Haryana,Hisar,Hisar,MUSTARD,,5820.5,6611,6470
2022-03-15,Haryana,Hisar,Hisar,MUSTARD,,5801,6645,6420
2022-03-13,Haryana,Hisar,Hisar,MUSTARD,,6321,6925,6600
2022-03-12,Haryana,Hisar,Hisar,MUSTARD,,5950,6812,6555
2022-03-11,Haryana,Hisar,Hisar,MUSTARD,,5805,6840.5,6632.5
2022-03-10,Haryana,Hisar,Hisar,MUSTARD,,5448,6858.5,6525
2022-03-09,Haryana,Hisar,Hisar,MUSTARD,,5241,6755.5,6670.5
2022-03-08,Haryana,Hisar,Hisar,MUSTARD,,5900.5,7019.5,6475
2022-03-07,Haryana,Hisar,Hisar,MUSTARD,,5525,5640,5640
2022-03-04,Haryana,Hisar,Hisar,MUSTARD,,6860,7071,6860
2022-03-03,Haryana,Hisar,Hisar,MUSTARD,,6800,7840,7141
2022-03-02,Haryana,Hisar,Hisar,MUSTARD,,6725,7201,7199
2022-02-25,Haryana,Hisar,Hisar,MUSTARD,,6751,7835,7835
2022-02-24,Haryana,Hisar,Hisar,MUSTARD,,6840,8200,6840
2022-02-23,Haryana,Hisar,Hisar,MUSTARD,,6401,6401,6401
2022-02-22,Haryana,Hisar,Hisar,MUSTARD,,6535,7000,6620
2022-02-21,Haryana,Hisar,Hisar,MUSTARD,,6399,7725,6855
2022-02-19,Haryana,Hisar,Hisar,MUSTARD,,6800,8039,7140
2022-02-18,Haryana,Hisar,Hisar,MUSTARD,,6951,8221,7432
2022-02-17,Haryana,Hisar,Hisar,MUSTARD,,7050,7422,7112
2022-02-15,Haryana,Hisar,Hisar,MUSTARD,,6785,8296,7900
2022-02-14,Haryana,Hisar,Hisar,MUSTARD,,7180,8170,7270
2022-02-12,Haryana,Hisar,Hisar,MUSTARD,,7126,8112,7681
2022-02-11,Haryana,Hisar,Hisar,MUSTARD,,6650,8081,6825
2022-02-10,Haryana,Hisar,Hisar,MUSTARD,,6842,8167,7150
2022-02-09,Haryana,Hisar,Hisar,MUSTARD,,6991,8180,7141
2022-02-08,Haryana,Hisar,Hisar,MUSTARD,,6577,7950,6947
2022-02-07,Haryana,Hisar,Hisar,MUSTARD,,6611,7000,6836
2022-02-05,Haryana,Hisar,Hisar,MUSTARD,,6390,6931,6867
2022-02-04,Haryana,Hisar,Hisar,MUSTARD,,6721,7199,7050
2022-02-02,Haryana,Hisar,Hisar,MUSTARD,,7111,7296,7251
2022-02-01,Haryana,Hisar,Hisar,MUSTARD,,6498.5,7225.5,7115.5
2024-12-31,Madhya Pradesh,Bhind,Bhind,MUSTARD,0.88,6020,6020,6020
2024-12-09,Madhya Pradesh,Bhind,Bhind,MUSTARD,1.28,5910,5910,5910
2024-12-07,Madhya Pradesh,Bhind,Bhind,MUSTARD,3.6,5780.5,5829.5,5829.5
2024-12-06,Madhya Pradesh,Bhind,Bhind,MUSTARD,4.8,5675.666666666667,5797,5797
2024-12-05,Madhya Pradesh,Bhind,Bhind,MUSTARD,6.5,5870,5921.666666666667,5921.666666666667
2024-12-04,Madhya Pradesh,Bhind,Bhind,MUSTARD,0.5,5850,5850,5850
2024-12-03,Madhya Pradesh,Bhind,Bhind,MUSTARD,6,6035,6100,6100
2024-11-28,Madhya Pradesh,Bhind,Bhind,MUSTARD,9.5,5895,5985,5985
2024-11-27,Madhya Pradesh,Bhind,Bhind,MUSTARD,37.1,5800.25,5852.5,5852.5
2024-11-26,Madhya Pradesh,Bhind,Bhind,MUSTARD,5.32,5811,5903.666666666667,5903.666666666667
2024-11-23,Madhya Pradesh,Bhind,Bhind,MUSTARD,5.7,5850,5870,5850
2024-11-22,Madhya Pradesh,Bhind,Bhind,MUSTARD,32.22,5787.5,5915,5915
2024-11-21,Madhya Pradesh,Bhind,Bhind,MUSTARD,7.9,5771.666666666667,5816.666666666667,5816.666666666667
2024-11-20,Madhya Pradesh,Bhind,Bhind,MUSTARD,10.4,5883.666666666667,5968.666666666667,5968.666666666667
2024-11-19,Madhya Pradesh,Bhind,Bhind,MUSTARD,14.91,5905,6062.5,6027.5
2024-11-18,Madhya Pradesh,Bhind,Bhind,MUSTARD,31.53,5890,5952.5,5940
2024-11-17,Madhya Pradesh,Bhind,Bhind,MUSTARD,1.4,5920.5,5933,5933
2024-11-16,Madhya Pradesh,Bhind,Bhind,MUSTARD,8.01,6056.666666666667,6091.666666666667,6091.666666666667
2024-11-15,Madhya Pradesh,Bhind,Bhind,MUSTARD,8.6,5861.666666666667,5913.333333333333,5913.333333333333
2024-11-14,Madhya Pradesh,Bhind,Bhind,MUSTARD,2.8,5840.5,5840.5,5840.5
2024-11-13,Madhya Pradesh,Bhind,Bhind,MUSTARD,2.3,5838,5838,5838
2024-11-11,Madhya Pradesh,Bhind,Bhind,MUSTARD,10.04,5525,5935,5935
2024-11-10,Madhya Pradesh,Bhind,Bhind,MUSTARD,1.02,6000,6000,6000
2024-11-09,Madhya Pradesh,Bhind,Bhind,MUSTARD,1.53,6120,6120,6120
2024-11-08,Madhya Pradesh,Bhind,Bhind,MUSTARD,8.399999999999999,5876,5958,5958
2024-11-07,Madhya Pradesh,Bhind,Bhind,MUSTARD,1,6325,6325,6325
2024-11-06,Madhya Pradesh,Bhind,Bhind,MUSTARD,4.390000000000001,5910,5930,5930
2024-11-05,Madhya Pradesh,Bhind,Bhind,MUSTARD,4.25,6000,6050,6050
2024-11-04,Madhya Pradesh,Bhind,Bhind,MUSTARD,3.5,6200,6200,6200
2024-11-03,Madhya Pradesh,Bhind,Bhind,MUSTARD,8,5300,5600,5500
2024-10-28,Madhya Pradesh,Bhind,Bhind,MUSTARD,18.7,5650,5825,5825
2024-10-27,Madhya Pradesh,Bhind,Bhind,MUSTARD,15.799999999999999,5750.5,5780.5,5775.5
2024-10-26,Madhya Pradesh,Bhind,Bhind,MUSTARD,3.32,5960,5980,5980
2024-10-25,Madhya Pradesh,Bhind,Bhind,MUSTARD,33.66,5788,5816,5796
2024-10-24,Madhya Pradesh,Bhind,Bhind,MUSTARD,65.10000000000001,5650.5,5813.5,5813.5
2024-10-23,Madhya Pradesh,Bhind,Bhind,MUSTARD,2.4,5915.5,5941.5,5941.5
2024-10-22,Madhya Pradesh,Bhind,Bhind,MUSTARD,2.4,5300,5300,5300
2024-10-21,Madhya Pradesh,Bhind,Bhind,MUSTARD,20,5755,6000,5850
2024-10-20,Madhya Pradesh,Bhind,Bhind,MUSTARD,5.9,5500,5500,5500
2024-10-19,Madhya Pradesh,Bhind,Bhind,MUSTARD,61.06,5922.666666666667,5965.833333333333,5963.333333333333
2024-10-18,Madhya Pradesh,Bhind,Bhind,MUSTARD,65.57,5897.2,5997.2,5995
2024-10-17,Madhya Pradesh,Bhind,Bhind,MUSTARD,6.5,6035,6180,6180
2024-10-16,Madhya Pradesh,Bhind,Bhind,MUSTARD,35.5,6023.333333333333,6173.333333333333,6173.333333333333
2024-10-15,Madhya Pradesh,Bhind,Bhind,MUSTARD,104.74000000000001,5895.666666666667,6019.166666666667,5956.833333333333
2024-10-14,Madhya Pradesh,Bhind,Bhind,MUSTARD,64,6041.75,6185,6173.75
2024-10-13,Madhya Pradesh,Bhind,Bhind,MUSTARD,6.3,5956.5,6036,6036
2024-10-12,Madhya Pradesh,Bhind,Bhind,MUSTARD,0.2,6160,6160,6160
2024-10-11,Madhya Pradesh,Bhind,Bhind,MUSTARD,1,6250,6250,6250
2024-10-10,Madhya Pradesh,Bhind,Bhind,MUSTARD,16.29,6191.666666666667,6300,6300
2024-10-09,Madhya Pradesh,Bhind,Bhind,MUSTARD,35.120000000000005,5961.428571428572,6152.142857142857,6130.714285714285
2024-10-08,Madhya Pradesh,Bhind,Bhind,MUSTARD,121.77,6159,6301.142857142857,6239.714285714285
2024-10-07,Madhya Pradesh,Bhind,Bhind,MUSTARD,314.88,5977,6270,6253
2024-10-06,Madhya Pradesh,Bhind,Bhind,MUSTARD,38.2,5753.75,6132.5,6132.5
2024-10-05,Madhya Pradesh,Bhind,Bhind,MUSTARD,37.45,6093.2,6222.4,6201.4
2024-10-04,Madhya Pradesh,Bhind,Bhind,MUSTARD,134.70999999999998,5895.714285714285,6246.142857142857,6201.857142857143
2024-10-03,Madhya Pradesh,Bhind,Bhind,MUSTARD,86.7,5976.2,6193,6176
2024-10-02,Madhya Pradesh,Bhind,Bhind,MUSTARD,24.3,5650.333333333333,5766.333333333333,5766.333333333333
2024-10-01,Madhya Pradesh,Bhind,Bhind,MUSTARD,74.93,5864.2,6168.4,5943.2
2024-09-30,Madhya Pradesh,Bhind,Bhind,MUSTARD,117.24000000000001,6118.333333333333,6312.333333333333,6305
2024-09-29,Madhya Pradesh,Bhind,Bhind,MUSTARD,6.5,6100,6125,6125
2024-09-28,Madhya Pradesh,Bhind,Bhind,MUSTARD,81.8,5934.2,6156,6154
2024-09-27,Madhya Pradesh,Bhind,Bhind,MUSTARD,102.31,6118.666666666667,6289,6214.833333333333
2024-09-26,Madhya Pradesh,Bhind,Bhind,MUSTARD,70.53999999999999,5482.5,6111.666666666667,6111.666666666667
2024-09-25,Madhya Pradesh,Bhind,Bhind,MUSTARD,80.79,6070.75,6233.25,6144.5
2024-09-24,Madhya Pradesh,Bhind,Bhind,MUSTARD,115.3,6005,6231.25,6200
2024-09-23,Madhya Pradesh,Bhind,Bhind,MUSTARD,143.5,6107.5,6242.5,6186.25
2024-09-22,Madhya Pradesh,Bhind,Bhind,MUSTARD,66.9,5885.25,6118.25,6045.25
2024-09-21,Madhya Pradesh,Bhind,Bhind,MUSTARD,99.05000000000001,5869,6281.8,6261.8
2024-09-20,Madhya Pradesh,Bhind,Bhind,MUSTARD,197.90999999999997,6125,6373.125,6352.5
